List 1,List 2
0.02659078123819148,0.17231687909817295
0.02520656048874452,0.17226284189836913
0.027386029546145815,0.1428180593936839
0.03278547233940478,0.1596902515588587
0.016485163001925277,0.12897863346212748
0.01437795835708579,0.16891010169881918
0.025809834618016805,0.1606664545502345
0.021107579615842878,0.1526634876847919
0.014808207801807867,0.16555622312615056
0.01810411723920128,0.15937161352482637
0.0259437635124514,0.12799787931778817
0.022281808081805184,0.1301960854037512
0.02608952572468603,0.17332331229641224
0.009003894445940592,0.13705728310393966
0.022613990013314444,0.125118333776545
0.02051861928777214,0.15215123662538907
0.022667995035138572,0.13482179012193243
0.02740251354245763,0.17731988661197
0.025080088472849975,0.1603391601693204
0.01863374943081616,0.15174513151527774
0.019636337964916442,0.11850024473674765
0.020098763527721164,0.16389691897302222
0.013342019744321967,0.15189226107748866
0.015221825958004122,0.1279892695113641
0.00945406403324583,0.1621456257762252
0.01513244771295995,0.1449414749625448
0.023713743583478948,0.15745286918781382
0.012412918283202146,0.14370821095355377
0.012992728498159795,0.15334669622416966
0.017155827545636056,0.18061668811485554
