List 1,List 2
0.030509526649592934,0.0693540305914098
0.03719823415222406,0.06876205443518649
0.030929489039266973,0.06626809085840465
0.029839469931681496,0.06484062704560319
0.04441252520962764,0.06877593494098112
0.0360010862236916,0.06408650480869824
0.03651711721399456,0.06574148255360165
0.03267923991207621,0.06672793650808369
0.030676131212512815,0.06528793524374174
0.039981975271915535,0.0633963940846031
0.02952434523393596,0.0650863069035899
0.032443980133190366,0.0692996332402412
0.033420235631830594,0.0649092863075307
0.03165690897600725,0.06738105292113729
0.030037606073686808,0.06731369377264547
0.028672013937070424,0.06878014022308461
0.031248980074317045,0.07437354067364646
0.029240287942336386,0.06486946782973461
0.027685602028851126,0.07195048669035589
0.04030941285363055,0.06395495212094038
0.03493898387840384,0.06688019733387998
0.02273129193400964,0.07266686399263218
0.03512874004514888,0.07108697736633421
0.032592176783875264,0.06996199711837926
0.04279665675382865,0.07167512488753917
0.03956866838892333,0.0687607264624494
0.032138759678489476,0.06676518015329021
0.036125990400183945,0.0639140928002721
0.031864258399686624,0.07182228758786013
0.027155529555168596,0.07338801824440512
