List 1,List 2
0.012090651587566784,0.10320760306958157
0.01116052498843586,0.10549693042166271
0.010739961785287187,0.10481948022038311
0.015122999257790417,0.09767504308573607
0.01117222434250932,0.10052736871944896
0.01444306548679607,0.09648958559656946
0.010102625975875476,0.0914423749483415
0.013065541312882777,0.09321454215949775
0.012127286754443982,0.11033616700050088
0.011667455581719418,0.09968921389894439
0.013829480552777912,0.11611249906836255
0.012283404215908891,0.09634712740369182
0.012464286613307504,0.10911200076459136
0.012019789566230355,0.09494907369250001
0.012750608567945791,0.10714515679948512
0.012465116387579526,0.09749699797536085
0.011640616050990005,0.10572913249503609
0.011333221700316982,0.09931535183889942
0.012009471710026266,0.09693558637854681
0.013763081523305491,0.09709283415398036
0.011594172719042554,0.09300410466508238
0.015770117280253192,0.10443927194091085
0.010344222697968548,0.09785999156715697
0.011527334980117647,0.09424267056752995
0.01796196676973711,0.1060547203098274
0.010944847097679188,0.09243743610304747
0.01397140756401054,0.09957675763066116
0.011581831977085065,0.0951008764200805
0.010946023642023406,0.1026508810518838
0.01294314332458011,0.11440729088800221
