List 1,List 2
0.012983470787839933,0.11139306596963834
0.013358518106817154,0.1043820162087911
0.013001319074055606,0.10215353146144596
0.011699936266112746,0.10624537242439122
0.011553350254265888,0.10226573967248223
0.01599679065247377,0.1243845401971114
0.014505444264621062,0.10412101029192128
0.01201208600626703,0.10958138098432116
0.01207297919637017,0.1055265918867323
0.017095496706011005,0.11836466745127276
0.010603526132514605,0.10484325244762
0.013691126001142615,0.11316752187434491
0.018087509475334697,0.11173155884974803
0.012092051600860921,0.1123399623944555
0.012024958461496914,0.1094394554174051
0.012261772583947898,0.10587341843354725
0.012820580792479351,0.09887220978896864
0.011638579982310009,0.1019941583658251
0.01233271419063472,0.10914982462093831
0.014459691563248634,0.11291392492691733
0.014117812840666686,0.1108737944010947
0.013296299353908551,0.10293644592432573
0.010801618956369266,0.10017107367232911
0.01012368385031035,0.10256417964185759
0.011915845644552458,0.11630023552859099
0.011488770362891651,0.10199063054531975
0.011113372191760623,0.10013373035235679
0.011818187109263321,0.12375667634609859
0.01280205613385167,0.1075089784601635
0.011429145383586489,0.10550115525413896
