List 1,List 2
0.01046966547456227,0.0887064801644169
0.010054757116277487,0.09635165604522997
0.00972916206159351,0.08351647470964539
0.01271553239431559,0.09083325350418273
0.009891976227075387,0.08379632950486407
0.009902396159226957,0.08548422361470297
0.009746545373687616,0.08626862979685077
0.009694058265079531,0.07827591141666956
0.009528867882594726,0.0858416550592833
0.010017719226389337,0.08324247335524779
0.009928542144590043,0.0903124060752198
0.009449660573978174,0.09002771969287576
0.010670581992048966,0.09180667942799584
0.012127113202737088,0.10130264428530626
0.009348459941331756,0.09139199402850935
0.01156667436810962,0.08172572188240204
0.009819697369922671,0.09357552819838252
0.010435519253240346,0.09697932997387632
0.009441784188948704,0.0932408480621446
0.008738924396286407,0.09569783007336434
0.009721564900195389,0.09619994845120823
0.009941499317502768,0.09342152481992157
0.008929982724057086,0.08999776344708292
0.009974743587615194,0.0856142771270685
0.009412410072433321,0.09933738262314876
0.011229811881234252,0.09393760496059743
0.010155313361958974,0.08559176282188864
0.010145930083043741,0.09653382163893097
0.009813726350782736,0.09943789565753325
0.008992068631698687,0.09272390895674064
