List 1,List 2
0.01109127030640154,0.09920671469475609
0.011538044948758262,0.08798528736898012
0.010896220892952928,0.09859196147338926
0.01151777248429036,0.11133173731464083
0.010291589431761837,0.10663775418882081
0.011232697765030162,0.09496626937472782
0.01197673723809029,0.11526527902035294
0.011198282365557297,0.09254293401694223
0.010448979402637035,0.10955110210075945
0.011392904648476915,0.09107930991220625
0.011669984547880135,0.11695224365073278
0.01110956183947635,0.09845156620506369
0.011985266667907859,0.09819613882597394
0.011090442295750897,0.09277806896141085
0.011186688630885172,0.10525660735722261
0.011157539963514398,0.1008591360543885
0.010953967689018896,0.09332609174883036
0.011994112251407077,0.10808506589985999
0.009552636909511332,0.09876891224387663
0.01131138981580244,0.10954894254855851
0.01115072987883891,0.0902790378911613
0.010878527564967148,0.09082251573483148
0.011382877195116228,0.11327664845520813
0.011543975278654773,0.10357853887173216
0.010944785001577912,0.11097514989841867
0.012186147610728486,0.09271653321003878
0.011227390384683386,0.11557044528994831
0.011368530334990079,0.11782958805939601
0.01099453072929363,0.11048713861226328
0.010728613707981758,0.11238171880894526
