score,params,indices
0.009280932,"(577, 37, 7, 39, 10, 50, 3, 1, 28, 64, 36, 64, 51)","(4, 4)"
0.007995256,"(267, 45, 7, 39, 10, 49, 3, 1, 50, 64, 55, 77, 65)","(4, 5)"
0.014500529,"(459, 32, 7, 39, 32, 49, 28, 2, 50, 153, 31, 70, 89)","(5, 1)"
0.011596592,"(459, 17, 7, 39, 32, 49, 17, 3, 50, 64, 22, 88, 63)","(5, 2)"
0.083400787,"(93, 25, 70, 16, 20, 50, 3, 8, 2, 2162, 7, 88, 51)","(5, 3)"
0.083317702,"(721, 37, 7, 39, 10, 50, 3, 2, 28, 64, 36, 88, 51)","(5, 4)"
0.008143702,"(267, 25, 87, 39, 10, 49, 3, 1, 50, 64, 36, 77, 65)","(5, 5)"
0.08340354,"(267, 25, 69, 17, 32, 49, 3, 6, 50, 64, 50, 54, 60)","(6, 0)"
0.083100023,"(459, 32, 7, 39, 15, 49, 28, 2, 50, 153, 50, 54, 89)","(6, 1)"
0.010493874,"(459, 25, 7, 39, 32, 49, 28, 3, 50, 153, 22, 54, 63)","(6, 2)"
0.333403536,"(93, 29, 70, 16, 20, 49, 28, 8, 2, 4883, 7, 88, 51)","(6, 3)"
0.00940694,"(721, 29, 7, 17, 10, 50, 3, 2, 50, 64, 7, 88, 51)","(6, 4)"
0.083286855,"(721, 56, 87, 39, 10, 50, 3, 1, 50, 64, 36, 60, 65)","(6, 5)"
0.08340354,"(267, 25, 69, 17, 10, 49, 3, 6, 50, 64, 36, 54, 60)","(7, 0)"
0.011937936,"(459, 32, 7, 39, 10, 49, 28, 2, 50, 64, 50, 70, 89)","(7, 1)"
0.083403619,"(459, 25, 7, 17, 10, 12, 28, 6, 50, 153, 90, 54, 63)","(7, 2)"
0.083403659,"(721, 29, 7, 17, 10, 50, 3, 2, 50, 64, 7, 88, 51)","(7, 4)"
0.010132542,"(721, 25, 87, 17, 10, 50, 28, 1, 50, 64, 36, 60, 65)","(7, 5)"
0.083403549,"(267, 25, 69, 17, 10, 49, 3, 6, 50, 64, 36, 54, 60)","(8, 0)"
0.083403552,"(459, 25, 69, 17, 10, 49, 3, 6, 50, 64, 50, 70, 89)","(8, 1)"
0.083403541,"(459, 25, 7, 17, 10, 12, 28, 6, 50, 153, 90, 54, 63)","(8, 2)"
0.083443334,"(93, 29, 70, 17, 20, 19, 28, 8, 2, 4883, 90, 88, 60)","(8, 3)"
0.010127351,"(721, 41, 70, 17, 10, 50, 3, 2, 60, 64, 7, 88, 51)","(8, 4)"
0.083352847,"(267, 25, 87, 10, 10, 50, 28, 2, 60, 64, 36, 60, 65)","(8, 5)"
0.083403558,"(267, 25, 69, 17, 10, 49, 28, 6, 50, 64, 36, 54, 60)","(9, 0)"
0.083403546,"(459, 25, 7, 17, 10, 12, 28, 6, 50, 64, 77, 71, 60)","(9, 2)"
0.083327499,"(93, 29, 70, 17, 10, 12, 28, 8, 2, 4883, 90, 88, 60)","(9, 3)"
0.083395143,"(721, 41, 70, 17, 10, 50, 3, 2, 60, 64, 90, 88, 51)","(9, 4)"
0.008617627,"(267, 25, 87, 17, 10, 50, 28, 2, 60, 64, 36, 50, 65)","(9, 5)"
0.083403552,"(324, 25, 4, 17, 10, 49, 28, 6, 50, 64, 36, 54, 60)","(10, 0)"
0.083415059,"(308, 29, 4, 17, 10, 49, 3, 8, 87, 4883, 87, 88, 60)","(10, 3)"
0.009261148,"(324, 41, 4, 60, 10, 6, 3, 2, 60, 2488, 90, 88, 51)","(10, 4)"
0.008504916,"(267, 25, 4, 17, 10, 50, 28, 2, 60, 64, 36, 50, 65)","(10, 5)"
