score,params,indices
0.07491411047337382,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.08619774861982964,"(639, 2, 36, 15, 24, 43, 28, 1, 42, 153, 22, 70, 51)","(0, 1)"
0.14312479540734263,"(199, 41, 70, 14, 19, 51, 2, 8, 69, 1742, 16, 88, 63)","(0, 2)"
0.08982889955393528,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.2338547147481757,"(577, 45, 7, 15, 10, 6, 8, 1, 28, 3255, 36, 64, 58)","(0, 4)"
0.08752486192495645,"(267, 60, 83, 39, 7, 46, 6, 4, 97, 3277, 55, 77, 83)","(0, 5)"
0.08249875749354167,"(100, 49, 64, 39, 7, 32, 6, 4, 97, 3277, 55, 77, 60)","(1, 0)"
0.08250825898745633,"(100, 49, 36, 39, 7, 32, 28, 4, 23, 3277, 55, 77, 60)","(1, 1)"
0.18168845817814713,"(561, 60, 64, 14, 7, 42, 29, 3, 97, 3255, 55, 77, 60)","(3, 2)"
0.08092513866853589,"(100, 49, 36, 15, 7, 32, 28, 1, 38, 3255, 36, 77, 60)","(1, 4)"
0.08218939070282576,"(100, 56, 64, 15, 7, 32, 28, 4, 97, 3255, 55, 77, 60)","(2, 2)"
0.08277278707084029,"(100, 60, 64, 14, 11, 42, 13, 4, 97, 3277, 55, 77, 60)","(2, 3)"
0.08251896097022288,"(100, 60, 64, 14, 11, 42, 6, 4, 97, 3255, 55, 77, 60)","(2, 4)"
0.21018154395653693,"(100, 60, 64, 14, 11, 42, 29, 3, 97, 3255, 55, 68, 60)","(2, 5)"
0.06524773115611365,"(100, 60, 64, 14, 7, 42, 29, 3, 97, 3255, 26, 59, 60)","(3, 0)"
0.07632511611027486,"(100, 60, 64, 14, 7, 42, 29, 3, 97, 3255, 26, 59, 60)","(3, 1)"
0.24407738882421856,"(897, 60, 64, 26, 7, 14, 6, 4, 58, 3255, 55, 59, 60)","(3, 4)"
0.2787426884109845,"(997, 60, 55, 5, 17, 42, 6, 3, 58, 5100, 26, 51, 60)","(4, 4)"
0.15959353207156796,"(529, 12, 65, 26, 17, 58, 10, 3, 94, 783, 86, 51, 84)","(7, 5)"
0.04571131256973499,"(529, 60, 64, 26, 17, 42, 6, 3, 58, 466, 26, 51, 84)","(5, 0)"
0.041532647114275664,"(529, 60, 64, 26, 17, 42, 6, 3, 58, 59, 26, 51, 84)","(5, 1)"
0.05156917498611352,"(529, 60, 92, 26, 17, 42, 22, 3, 58, 59, 26, 51, 84)","(5, 2)"
0.04586392712715032,"(529, 60, 92, 26, 17, 42, 22, 3, 58, 59, 26, 51, 84)","(5, 3)"
0.05381427064408188,"(529, 60, 92, 26, 17, 42, 18, 3, 58, 59, 27, 51, 84)","(5, 4)"
0.058387496015604806,"(529, 60, 92, 26, 17, 42, 18, 3, 58, 59, 26, 51, 75)","(5, 5)"
0.04887182215595489,"(529, 8, 92, 26, 17, 42, 18, 3, 43, 59, 45, 51, 84)","(6, 0)"
0.05425845299468702,"(529, 8, 92, 26, 17, 42, 18, 3, 43, 59, 45, 51, 84)","(6, 1)"
0.053427826285676654,"(529, 8, 92, 26, 17, 42, 18, 3, 94, 59, 45, 51, 84)","(6, 2)"
0.053935292940777355,"(529, 8, 112, 26, 17, 42, 18, 3, 26, 59, 26, 51, 84)","(6, 3)"
0.05425777529822448,"(529, 8, 65, 26, 17, 42, 18, 3, 26, 59, 26, 51, 84)","(6, 4)"
0.05124485747664786,"(529, 8, 65, 26, 17, 42, 18, 3, 26, 59, 26, 51, 84)","(6, 5)"
0.05402469331788047,"(529, 12, 65, 26, 17, 58, 18, 3, 26, 59, 26, 51, 84)","(7, 0)"
0.053914166149258126,"(529, 12, 65, 26, 17, 58, 18, 3, 43, 59, 86, 51, 84)","(7, 1)"
0.053935278719112446,"(529, 12, 65, 26, 17, 58, 10, 3, 94, 59, 86, 51, 84)","(7, 2)"
0.04860443607868289,"(529, 12, 65, 26, 17, 58, 10, 3, 94, 59, 86, 51, 84)","(7, 3)"
0.053935277360298524,"(529, 12, 65, 41, 20, 58, 10, 3, 94, 59, 86, 51, 84)","(7, 4)"
0.05392982188297812,"(529, 12, 65, 26, 17, 58, 10, 3, 94, 783, 86, 51, 84)","(8, 0)"
0.1794080285160133,"(529, 12, 65, 26, 17, 58, 10, 3, 43, 783, 86, 51, 80)","(8, 1)"
0.32853637896263804,"(760, 5, 65, 6, 17, 4, 10, 3, 87, 783, 52, 51, 50)","(10, 5)"
0.39804035202504406,"(529, 12, 65, 26, 17, 58, 10, 3, 94, 3986, 52, 62, 50)","(9, 0)"
0.27829611057718107,"(929, 12, 65, 26, 17, 58, 10, 3, 87, 4258, 52, 62, 50)","(9, 2)"
0.33828062595333747,"(529, 12, 121, 6, 17, 4, 10, 3, 48, 783, 52, 51, 50)","(10, 3)"
0.08338492809035017,"(529, 5, 65, 6, 17, 4, 10, 3, 87, 783, 52, 51, 50)","(10, 4)"
