score,params,indices
0.07287192430628268,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.2423939121742983,"(639, 2, 64, 14, 32, 43, 18, 1, 50, 2826, 22, 70, 51)","(3, 1)"
0.14312479540734263,"(199, 41, 70, 14, 19, 51, 2, 8, 69, 1742, 16, 88, 63)","(0, 2)"
0.04623953216301892,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.2338547147481757,"(577, 7, 108, 15, 10, 6, 8, 9, 28, 3255, 36, 64, 58)","(1, 4)"
0.08752486192495645,"(247, 7, 83, 36, 9, 46, 18, 6, 97, 2826, 86, 77, 83)","(2, 5)"
0.06923761734419771,"(100, 32, 64, 16, 32, 46, 3, 1, 50, 64, 30, 60, 60)","(1, 0)"
0.085980451289955,"(639, 2, 99, 15, 32, 43, 18, 1, 50, 153, 22, 70, 51)","(1, 1)"
0.06463898390425955,"(609, 30, 63, 14, 26, 62, 18, 8, 62, 562, 27, 88, 84)","(10, 2)"
0.08982889955393528,"(268, 7, 108, 14, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(1, 3)"
0.052325091221134,"(100, 32, 64, 16, 7, 46, 3, 1, 50, 64, 30, 60, 83)","(2, 0)"
0.06743713623241988,"(268, 7, 108, 14, 26, 46, 18, 4, 38, 2826, 82, 86, 84)","(2, 3)"
0.22457935411930846,"(577, 7, 108, 15, 10, 29, 18, 9, 28, 2826, 82, 64, 60)","(2, 4)"
0.04766265876612643,"(100, 32, 64, 16, 9, 46, 3, 1, 38, 64, 82, 60, 83)","(3, 0)"
0.13974393190897327,"(268, 7, 115, 14, 26, 62, 18, 8, 62, 2826, 65, 86, 65)","(5, 3)"
0.15210197967942135,"(577, 7, 108, 15, 26, 14, 18, 9, 28, 2826, 82, 89, 60)","(3, 4)"
0.06712511487908195,"(247, 7, 83, 36, 9, 46, 18, 6, 50, 2826, 86, 89, 83)","(3, 5)"
0.04931446169205296,"(100, 32, 64, 16, 9, 46, 3, 1, 38, 64, 82, 53, 83)","(4, 0)"
0.12221202011151082,"(639, 2, 115, 3, 32, 43, 18, 4, 38, 562, 82, 70, 51)","(4, 1)"
0.13374393833377246,"(577, 7, 108, 15, 26, 46, 18, 9, 28, 4055, 82, 89, 65)","(4, 4)"
0.1299587720976276,"(268, 7, 83, 14, 9, 46, 18, 6, 67, 2826, 65, 89, 66)","(5, 5)"
0.06573556043645915,"(64, 32, 64, 16, 9, 46, 18, 1, 38, 64, 82, 53, 66)","(5, 0)"
0.08488219363086136,"(64, 2, 115, 3, 32, 43, 18, 4, 38, 562, 82, 65, 51)","(5, 1)"
0.08075563486884622,"(577, 7, 108, 15, 27, 46, 18, 9, 28, 59, 71, 89, 65)","(5, 4)"
0.0588698828769157,"(268, 32, 83, 16, 9, 46, 18, 1, 53, 64, 82, 53, 66)","(6, 0)"
0.08834185073666674,"(64, 2, 115, 3, 9, 62, 18, 4, 38, 562, 27, 75, 51)","(6, 1)"
0.17830499617431714,"(609, 7, 115, 14, 26, 62, 18, 8, 62, 783, 75, 67, 68)","(8, 3)"
0.05974406633482022,"(953, 7, 108, 15, 27, 46, 18, 8, 28, 2826, 71, 89, 85)","(6, 4)"
0.07373000956057092,"(268, 7, 83, 14, 9, 17, 18, 6, 67, 2563, 65, 57, 68)","(6, 5)"
0.056557492125788915,"(268, 58, 83, 16, 9, 46, 18, 1, 53, 64, 82, 53, 66)","(7, 0)"
0.04731619844244093,"(64, 2, 115, 16, 9, 62, 18, 4, 11, 562, 27, 67, 84)","(7, 1)"
0.12441040373049572,"(609, 7, 115, 14, 26, 62, 18, 8, 62, 783, 75, 88, 68)","(9, 3)"
0.16492563322980833,"(609, 7, 115, 14, 27, 62, 18, 8, 62, 2826, 71, 67, 71)","(9, 4)"
0.07360304786109567,"(1, 21, 83, 14, 27, 17, 18, 6, 67, 2563, 65, 57, 68)","(7, 5)"
0.0705774328669014,"(268, 58, 83, 16, 27, 46, 2, 1, 53, 783, 82, 53, 66)","(8, 0)"
0.047070427576694496,"(64, 2, 115, 59, 9, 62, 18, 4, 11, 562, 27, 67, 84)","(8, 1)"
0.1081899969169246,"(308, 21, 115, 14, 27, 4, 18, 8, 67, 2563, 93, 57, 68)","(8, 5)"
0.0762729773079069,"(268, 21, 12, 16, 27, 46, 2, 8, 53, 783, 82, 53, 66)","(9, 0)"
0.047558845865809364,"(64, 2, 115, 59, 9, 62, 18, 4, 11, 562, 27, 67, 84)","(9, 1)"
0.214307711298799,"(609, 21, 115, 14, 27, 4, 18, 8, 67, 2826, 93, 57, 68)","(9, 5)"
0.07623301696960036,"(268, 21, 115, 16, 27, 5, 18, 8, 53, 2826, 82, 53, 66)","(10, 0)"
0.13185797194832527,"(760, 21, 115, 49, 5, 62, 18, 4, 62, 562, 27, 88, 66)","(10, 1)"
0.16183919704440236,"(265, 7, 115, 55, 26, 62, 18, 4, 62, 783, 75, 88, 58)","(10, 3)"
0.11314357873894955,"(609, 7, 115, 14, 27, 62, 18, 8, 62, 2826, 71, 88, 71)","(10, 4)"
0.1618865886371752,"(539, 7, 115, 14, 27, 4, 18, 8, 62, 2826, 93, 57, 79)","(10, 5)"
