score,params,indices
0.008184518727032762,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.3334035393080037,"(905, 44, 98, 57, 9, 41, 29, 8, 57, 868, 41, 89, 54)","(0, 5)"
0.007334482387492531,"(100, 44, 98, 57, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(10, 0)"
0.33340353585926114,"(905, 44, 98, 57, 32, 41, 29, 8, 57, 868, 41, 89, 54)","(10, 5)"
