score,params,indices
0.040243975,"(64, 48, 83, 15, 17, 32, 18, 7, 42, 1954, 36, 85, 86)","(0, 0)"
0.009115382,"(639, 2, 36, 15, 24, 43, 28, 1, 42, 153, 22, 70, 51)","(0, 1)"
0.14302805,"(199, 41, 70, 14, 19, 51, 2, 8, 69, 1742, 16, 88, 63)","(0, 2)"
0.045712332,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.233733312,"(577, 45, 7, 15, 10, 6, 8, 1, 28, 3255, 36, 64, 58)","(0, 4)"
0.087421916,"(267, 60, 83, 39, 24, 43, 6, 4, 97, 1954, 55, 77, 83)","(1, 0)"
0.185821856,"(267, 60, 83, 39, 25, 43, 28, 4, 42, 1954, 22, 77, 59)","(1, 1)"
0.023726209,"(267, 41, 83, 39, 25, 43, 28, 4, 42, 1954, 22, 77, 59)","(1, 2)"
0.021017276,"(267, 41, 83, 39, 25, 43, 28, 4, 42, 165, 22, 77, 59)","(1, 3)"
0.017506112,"(267, 41, 83, 20, 25, 43, 8, 4, 27, 165, 22, 77, 59)","(1, 4)"
0.012979468,"(267, 14, 83, 60, 25, 56, 28, 4, 27, 165, 22, 62, 59)","(1, 5)"
0.236818897,"(267, 60, 33, 60, 28, 42, 15, 3, 58, 1954, 22, 62, 59)","(2, 5)"
0.10396641,"(267, 60, 33, 60, 25, 17, 15, 3, 58, 1954, 22, 65, 86)","(2, 4)"
0.155828773,"(400, 60, 33, 60, 28, 42, 15, 3, 22, 1954, 22, 89, 59)","(3, 0)"
0.055967831,"(400, 60, 124, 40, 13, 42, 15, 3, 97, 2749, 63, 89, 86)","(4, 5)"
0.138804504,"(400, 3, 83, 40, 28, 50, 17, 3, 97, 1954, 42, 54, 86)","(3, 3)"
0.174367715,"(762, 21, 100, 56, 28, 63, 26, 3, 52, 1575, 2, 89, 54)","(7, 5)"
0.176667334,"(400, 60, 3, 40, 13, 63, 15, 3, 97, 2323, 63, 88, 54)","(5, 2)"
0.285470011,"(762, 21, 24, 40, 28, 63, 15, 3, 52, 2226, 2, 56, 54)","(7, 3)"
0.093082711,"(762, 60, 24, 40, 28, 63, 15, 3, 52, 3, 60, 89, 54)","(7, 0)"
0.082875429,"(762, 60, 24, 40, 28, 63, 15, 3, 52, 3, 60, 56, 54)","(7, 1)"
0.082875405,"(762, 21, 24, 40, 28, 63, 15, 3, 52, 3, 60, 56, 54)","(7, 2)"
0.385259484,"(762, 21, 100, 40, 28, 63, 15, 3, 52, 4757, 2, 56, 54)","(7, 4)"
0.303872364,"(762, 60, 100, 56, 28, 63, 26, 3, 52, 1575, 2, 52, 54)","(8, 0)"
0.082875659,"(762, 60, 100, 56, 28, 63, 26, 3, 52, 3, 2, 56, 54)","(8, 1)"
0.082876748,"(762, 60, 100, 56, 28, 63, 26, 3, 52, 3, 2, 56, 54)","(8, 2)"
0.082875961,"(762, 60, 100, 56, 28, 63, 15, 3, 52, 3, 2, 56, 54)","(8, 3)"
0.082876431,"(762, 60, 100, 56, 28, 63, 30, 3, 52, 3, 2, 56, 54)","(8, 4)"
0.079622962,"(762, 60, 100, 56, 28, 63, 30, 3, 52, 3, 2, 56, 54)","(8, 5)"
0.082875409,"(762, 6, 100, 56, 28, 63, 16, 3, 52, 3, 2, 56, 54)","(9, 0)"
0.014998662,"(70, 6, 100, 56, 28, 63, 26, 3, 52, 3, 2, 56, 54)","(9, 1)"
0.088495873,"(70, 6, 100, 56, 28, 63, 24, 3, 52, 3, 2, 80, 54)","(9, 2)"
0.01540502,"(70, 6, 100, 56, 28, 63, 24, 3, 52, 3, 2, 80, 54)","(9, 3)"
0.013092872,"(70, 6, 100, 56, 28, 63, 24, 2, 52, 3, 2, 80, 54)","(9, 4)"
0.084726065,"(70, 6, 100, 56, 28, 63, 24, 3, 52, 3, 2, 69, 54)","(9, 5)"
0.084726993,"(762, 6, 100, 56, 28, 35, 24, 3, 52, 3, 2, 69, 54)","(10, 0)"
0.084726342,"(70, 17, 100, 56, 28, 63, 14, 3, 52, 3, 2, 69, 54)","(10, 1)"
0.009858236,"(70, 17, 100, 56, 28, 63, 14, 2, 52, 3, 2, 69, 54)","(10, 2)"
0.085261219,"(70, 17, 100, 56, 28, 63, 14, 2, 52, 3, 2, 71, 54)","(10, 3)"
0.009450486,"(70, 17, 100, 56, 28, 63, 14, 2, 52, 3737, 2, 58, 54)","(10, 4)"
0.011740683,"(70, 17, 100, 56, 28, 63, 11, 2, 98, 3737, 2, 58, 75)","(10, 5)"
0.099820692,,
