score,params,indices
0.009302966,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.00935485,"(639, 2, 36, 15, 24, 43, 28, 1, 42, 153, 22, 70, 51)","(0, 1)"
0.14302805,"(199, 41, 70, 14, 19, 51, 2, 8, 69, 1742, 16, 88, 63)","(0, 2)"
0.045719741,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.233733312,"(577, 45, 7, 15, 10, 6, 8, 1, 28, 3255, 36, 64, 58)","(0, 4)"
0.087421916,"(267, 60, 83, 39, 7, 46, 6, 4, 97, 3277, 55, 77, 83)","(0, 5)"
0.012271187,"(100, 32, 99, 16, 32, 32, 3, 4, 50, 3277, 30, 60, 60)","(1, 0)"
0.240036527,"(382, 63, 52, 16, 32, 32, 3, 2, 50, 3277, 30, 60, 60)","(5, 2)"
0.154188747,"(100, 32, 99, 16, 32, 51, 3, 4, 50, 3277, 30, 88, 60)","(1, 2)"
0.080714501,"(100, 32, 108, 16, 32, 32, 3, 9, 50, 3277, 30, 51, 60)","(1, 3)"
0.248169356,"(100, 32, 99, 16, 32, 32, 3, 3, 50, 3277, 30, 58, 60)","(1, 5)"
0.01156449,"(100, 32, 99, 16, 32, 32, 3, 4, 50, 3277, 30, 60, 60)","(2, 0)"
0.011618434,"(100, 32, 99, 60, 32, 32, 3, 4, 23, 3277, 30, 60, 60)","(2, 1)"
0.23080144,"(100, 32, 99, 16, 32, 32, 28, 4, 50, 3277, 30, 60, 62)","(2, 2)"
0.278735132,"(655, 32, 99, 16, 32, 32, 28, 4, 50, 3277, 30, 51, 60)","(2, 3)"
0.118801487,"(100, 32, 51, 16, 32, 32, 3, 4, 50, 3277, 30, 60, 86)","(2, 4)"
0.011507673,"(100, 32, 99, 16, 32, 32, 3, 4, 50, 3277, 30, 60, 60)","(2, 5)"
0.011224457,"(100, 29, 99, 16, 32, 32, 3, 4, 50, 3277, 30, 60, 60)","(3, 1)"
0.01180044,"(100, 16, 72, 16, 32, 32, 3, 3, 50, 3277, 58, 60, 60)","(3, 2)"
0.018809599,"(100, 32, 72, 16, 32, 32, 28, 4, 50, 3277, 30, 60, 60)","(3, 3)"
0.013458749,"(100, 32, 99, 16, 32, 57, 3, 4, 50, 3277, 30, 60, 60)","(3, 4)"
0.009643269,"(100, 32, 52, 16, 32, 32, 3, 2, 50, 3277, 30, 60, 60)","(4, 0)"
0.009018468,"(100, 32, 52, 16, 32, 32, 3, 2, 50, 3277, 30, 60, 60)","(4, 1)"
0.008862306,"(100, 32, 52, 16, 32, 32, 3, 2, 50, 3277, 30, 60, 60)","(4, 3)"
0.009594766,"(100, 32, 52, 16, 32, 3, 3, 1, 50, 3277, 30, 60, 60)","(4, 5)"
0.188752325,"(875, 9, 87, 16, 17, 32, 24, 2, 2, 3277, 7, 60, 71)","(10, 5)"
0.156134791,"(382, 1, 52, 16, 32, 32, 3, 2, 50, 3277, 30, 60, 78)","(6, 2)"
0.141754445,"(382, 32, 87, 16, 32, 32, 3, 2, 53, 3277, 27, 75, 71)","(6, 4)"
0.18515227,"(875, 32, 87, 16, 17, 32, 7, 2, 90, 3277, 86, 61, 71)","(7, 4)"
0.258703192,"(875, 32, 98, 16, 17, 32, 3, 2, 50, 3277, 30, 60, 56)","(8, 0)"
0.118759372,"(875, 32, 119, 16, 17, 32, 3, 2, 2, 3277, 30, 85, 71)","(8, 4)"
0.146703217,"(875, 32, 87, 16, 17, 32, 3, 2, 2, 3277, 7, 60, 80)","(10, 3)"
0.100479421,,
