score,params,indices
0.009428307660316167,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.008062498006381487,"(639, 2, 36, 15, 24, 43, 28, 1, 42, 153, 22, 70, 51)","(0, 1)"
0.08340360337490903,"(199, 41, 70, 14, 19, 51, 2, 8, 69, 1742, 16, 88, 63)","(0, 2)"
0.08346021593322879,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.3334035393080037,"(782, 48, 45, 9, 14, 24, 15, 5, 76, 1747, 84, 82, 54)","(10, 3)"
0.33340353585926114,"(960, 41, 45, 53, 10, 45, 15, 7, 2, 4943, 27, 82, 71)","(10, 4)"
0.33323534908782887,"(792, 60, 30, 39, 19, 14, 15, 4, 7, 1954, 98, 71, 75)","(1, 3)"
0.08340354188012057,"(299, 60, 82, 39, 6, 49, 18, 8, 52, 3, 32, 60, 50)","(2, 0)"
0.08340353853726074,"(396, 60, 82, 59, 28, 49, 15, 8, 31, 3, 6, 60, 85)","(2, 1)"
0.08340366980457972,"(947, 6, 82, 59, 28, 31, 31, 8, 31, 3, 7, 80, 80)","(2, 2)"
0.009983990882572374,"(133, 59, 73, 30, 25, 51, 4, 2, 10, 2207, 42, 68, 79)","(3, 0)"
0.08340353113108952,"(249, 12, 58, 27, 10, 49, 9, 8, 91, 2269, 7, 84, 72)","(3, 2)"
0.08340261272007697,"(51, 63, 107, 62, 10, 59, 15, 8, 84, 852, 72, 68, 69)","(3, 3)"
0.010379424753941987,"(214, 26, 9, 24, 17, 59, 31, 3, 77, 2330, 42, 68, 88)","(3, 4)"
0.011608307639234944,"(81, 63, 73, 12, 14, 38, 22, 3, 10, 614, 88, 59, 73)","(4, 1)"
0.08340385733883043,"(637, 17, 63, 47, 27, 38, 18, 4, 10, 50, 8, 59, 85)","(5, 2)"
0.012503154760912846,"(213, 51, 119, 20, 27, 56, 28, 2, 25, 527, 31, 81, 80)","(5, 4)"
0.08340375040123534,"(364, 5, 2, 42, 28, 21, 11, 7, 84, 3685, 73, 59, 62)","(7, 0)"
0.010782966839639764,"(309, 26, 63, 26, 27, 19, 5, 4, 93, 3685, 85, 77, 86)","(7, 1)"
0.00870544107336747,"(73, 27, 81, 13, 22, 19, 16, 3, 93, 3359, 85, 50, 80)","(7, 5)"
0.011645526889123415,"(364, 49, 15, 27, 7, 61, 17, 4, 5, 1276, 85, 83, 80)","(8, 0)"
0.009329989616808138,"(76, 11, 15, 11, 22, 40, 15, 1, 76, 4353, 59, 54, 89)","(10, 2)"
0.315425587879984,"(484, 28, 94, 11, 10, 45, 27, 3, 82, 444, 94, 85, 59)","(10, 5)"
