score,params,indices
0.188752325,"(639, 57, 87, 15, 19, 43, 28, 1, 42, 4971, 16, 60, 71)","(5, 2)"
0.010527086,"(639, 2, 36, 15, 24, 43, 28, 1, 42, 153, 22, 70, 51)","(0, 1)"
0.082985462,"(199, 41, 70, 14, 19, 51, 2, 8, 69, 1742, 16, 88, 63)","(0, 2)"
0.045814075,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.233733312,"(577, 45, 7, 15, 24, 6, 8, 1, 28, 3255, 36, 64, 58)","(1, 4)"
0.087421916,"(267, 16, 83, 39, 7, 14, 8, 9, 98, 3277, 36, 77, 83)","(3, 5)"
0.242419687,"(639, 2, 99, 15, 24, 43, 28, 1, 42, 1173, 22, 70, 51)","(1, 1)"
0.190419691,"(199, 20, 99, 14, 19, 43, 28, 1, 65, 1742, 16, 70, 63)","(2, 2)"
0.01465037,"(199, 7, 108, 39, 26, 43, 18, 1, 31, 2826, 82, 60, 84)","(1, 3)"
0.282085646,"(639, 20, 99, 15, 11, 43, 28, 1, 42, 1173, 22, 60, 51)","(2, 1)"
0.22608565,"(639, 55, 87, 28, 15, 43, 17, 1, 45, 4971, 94, 60, 63)","(6, 3)"
0.249468103,"(639, 14, 7, 15, 11, 43, 8, 1, 31, 3255, 26, 60, 58)","(3, 4)"
0.402534768,"(875, 20, 87, 36, 17, 32, 3, 9, 42, 3277, 36, 60, 53)","(4, 0)"
0.226266086,"(639, 3, 7, 40, 11, 43, 8, 1, 31, 3255, 26, 66, 58)","(4, 4)"
0.114552443,"(267, 16, 83, 39, 7, 14, 8, 9, 98, 3277, 36, 66, 83)","(4, 5)"
0.083494467,"(64, 20, 87, 36, 17, 32, 5, 9, 42, 1954, 36, 60, 53)","(5, 0)"
0.168152415,"(639, 63, 112, 40, 15, 43, 8, 3, 42, 1173, 26, 66, 71)","(6, 4)"
0.068896107,"(267, 16, 83, 39, 7, 14, 8, 9, 98, 59, 26, 66, 71)","(5, 5)"
0.083493763,"(64, 46, 87, 36, 17, 32, 5, 9, 98, 1954, 36, 60, 53)","(6, 0)"
0.022564395,"(64, 63, 87, 15, 11, 32, 17, 7, 42, 1173, 22, 60, 71)","(6, 1)"
0.268134769,"(639, 57, 69, 17, 19, 43, 17, 6, 42, 4971, 22, 60, 54)","(6, 2)"
0.068901924,"(267, 16, 83, 39, 7, 14, 17, 9, 42, 59, 26, 66, 71)","(6, 5)"
0.04355927,"(64, 46, 83, 36, 17, 12, 5, 7, 42, 1954, 36, 66, 86)","(7, 0)"
0.069693572,"(64, 63, 87, 15, 11, 32, 5, 7, 42, 4457, 22, 60, 71)","(7, 1)"
0.083133872,"(64, 57, 69, 17, 19, 43, 17, 6, 42, 4457, 22, 60, 54)","(7, 2)"
0.235517225,"(639, 55, 87, 15, 15, 43, 17, 1, 45, 4457, 22, 60, 61)","(7, 3)"
0.154799435,"(639, 63, 112, 15, 15, 43, 8, 3, 63, 1173, 26, 66, 74)","(7, 4)"
0.068911246,"(267, 16, 83, 39, 6, 14, 17, 9, 42, 59, 26, 66, 71)","(7, 5)"
0.043580792,"(64, 46, 83, 49, 17, 14, 18, 7, 42, 1954, 36, 66, 86)","(8, 0)"
0.0697239,"(64, 46, 100, 15, 11, 32, 18, 7, 42, 2715, 22, 60, 71)","(8, 1)"
0.082980618,"(64, 46, 69, 17, 19, 32, 17, 6, 42, 4457, 22, 50, 54)","(8, 2)"
0.010944794,"(64, 55, 87, 15, 15, 43, 17, 1, 32, 4457, 2, 60, 87)","(8, 3)"
0.174801451,"(878, 53, 40, 15, 15, 32, 8, 3, 63, 2715, 2, 60, 74)","(8, 4)"
0.024011616,"(267, 16, 83, 15, 11, 14, 3, 7, 42, 59, 26, 85, 71)","(8, 5)"
0.040231417,"(64, 60, 83, 15, 17, 32, 18, 7, 42, 1954, 36, 85, 86)","(9, 0)"
0.069655313,"(64, 46, 100, 15, 11, 32, 18, 7, 42, 2715, 22, 60, 71)","(9, 1)"
0.082971634,"(64, 46, 69, 17, 19, 32, 18, 6, 42, 4457, 22, 50, 54)","(9, 2)"
0.011037738,"(64, 55, 87, 15, 15, 43, 17, 1, 32, 4457, 2, 60, 87)","(9, 3)"
0.198183901,"(878, 53, 40, 15, 15, 32, 4, 3, 63, 2715, 2, 60, 69)","(9, 4)"
0.070320569,"(267, 16, 40, 15, 15, 14, 3, 7, 42, 355, 26, 85, 71)","(9, 5)"
0.061299589,"(64, 48, 83, 15, 17, 32, 18, 7, 42, 1954, 36, 85, 86)","(10, 0)"
0.053573782,"(64, 46, 100, 15, 11, 32, 18, 7, 42, 2715, 22, 85, 80)","(10, 1)"
0.080966662,"(64, 46, 69, 17, 5, 32, 18, 6, 42, 4457, 22, 50, 54)","(10, 2)"
0.01422295,"(64, 30, 87, 15, 18, 43, 17, 1, 32, 2715, 26, 60, 80)","(10, 3)"
0.126506737,"(878, 30, 40, 55, 14, 32, 4, 3, 32, 2715, 2, 85, 69)","(10, 4)"
0.118759372,"(267, 14, 40, 15, 15, 14, 3, 5, 42, 355, 22, 85, 71)","(10, 5)"
0.116320476,,
