score,params,indices
0.008040575661157307,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.33340353585926114,"(486, 41, 64, 39, 2, 55, 3, 9, 97, 3277, 7, 77, 75)","(9, 5)"
0.3334035393080037,"(486, 41, 64, 27, 2, 55, 3, 1, 97, 3277, 82, 80, 75)","(10, 5)"
0.0834040115017836,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.007190883862344843,"(100, 49, 64, 39, 32, 32, 3, 1, 50, 64, 30, 77, 60)","(1, 0)"
0.3329013608794991,"(639, 49, 30, 15, 24, 43, 28, 1, 42, 153, 22, 77, 51)","(1, 1)"
0.08340357563154478,"(199, 41, 70, 20, 32, 32, 2, 8, 69, 1742, 16, 88, 63)","(1, 2)"
0.08338719991207319,"(93, 7, 35, 39, 26, 46, 3, 8, 38, 2826, 82, 74, 84)","(1, 3)"
0.009724134638121254,"(93, 45, 7, 15, 10, 6, 8, 1, 21, 64, 36, 64, 58)","(1, 4)"
0.010509808916794627,"(267, 60, 83, 39, 7, 46, 6, 4, 97, 3277, 93, 77, 60)","(1, 5)"
0.007981994045408149,"(100, 60, 64, 39, 32, 46, 3, 1, 97, 64, 30, 77, 60)","(2, 0)"
0.010017439520672747,"(93, 7, 35, 39, 9, 46, 3, 3, 38, 2826, 82, 74, 84)","(2, 3)"
0.008205856919288636,"(100, 45, 7, 15, 10, 6, 8, 1, 97, 64, 82, 64, 58)","(2, 4)"
0.006866803296302494,"(100, 57, 64, 39, 32, 46, 3, 1, 97, 64, 30, 77, 60)","(3, 0)"
0.08340383028023338,"(199, 41, 29, 20, 28, 32, 31, 8, 40, 4682, 50, 68, 63)","(3, 2)"
0.008958758896902988,"(93, 7, 35, 39, 9, 46, 3, 3, 97, 2826, 82, 53, 84)","(3, 3)"
0.01191209740466193,"(100, 57, 7, 15, 10, 6, 8, 1, 97, 64, 82, 64, 58)","(3, 4)"
0.007896161046467329,"(100, 60, 64, 39, 19, 46, 3, 1, 97, 64, 30, 77, 60)","(4, 0)"
0.010877857159627111,"(100, 49, 64, 15, 28, 20, 28, 1, 40, 3356, 30, 77, 60)","(4, 1)"
0.008814262117210188,"(93, 60, 35, 39, 25, 27, 3, 1, 97, 2826, 82, 53, 84)","(4, 3)"
0.009302777944426787,"(100, 57, 64, 39, 10, 27, 3, 1, 97, 64, 82, 64, 58)","(4, 4)"
0.009887745166295453,"(100, 60, 50, 39, 19, 46, 3, 4, 97, 3277, 82, 64, 54)","(4, 5)"
0.008285535098690736,"(100, 60, 64, 39, 19, 63, 3, 1, 97, 64, 30, 77, 60)","(5, 0)"
0.008112072282715847,"(100, 49, 64, 15, 28, 20, 3, 1, 40, 64, 30, 77, 60)","(5, 1)"
0.22244350034939617,"(627, 41, 29, 20, 17, 32, 31, 8, 40, 64, 96, 68, 60)","(5, 2)"
0.008503854144560664,"(100, 60, 64, 39, 25, 27, 3, 1, 97, 64, 82, 77, 58)","(5, 4)"
0.008048858186132029,"(100, 60, 50, 39, 19, 46, 3, 1, 97, 3277, 82, 64, 54)","(5, 5)"
0.007273440284164328,"(100, 60, 64, 39, 19, 63, 3, 1, 97, 64, 30, 77, 60)","(6, 0)"
0.08340385612992472,"(100, 49, 64, 15, 28, 46, 3, 7, 97, 2749, 30, 77, 60)","(6, 1)"
0.21640401911010082,"(627, 41, 29, 20, 17, 32, 31, 8, 40, 64, 96, 68, 60)","(6, 2)"
0.08343828707173663,"(267, 60, 35, 39, 25, 63, 31, 8, 97, 2826, 82, 77, 60)","(6, 3)"
0.008813087362992135,"(100, 41, 64, 39, 25, 8, 3, 1, 97, 64, 82, 67, 58)","(6, 4)"
0.008716526862822082,"(100, 41, 64, 39, 19, 8, 3, 1, 97, 3277, 82, 67, 54)","(6, 5)"
0.0834035386630383,"(100, 60, 64, 39, 19, 63, 3, 1, 97, 64, 82, 77, 60)","(7, 0)"
0.08329104504474488,"(100, 29, 64, 15, 28, 63, 3, 7, 97, 2749, 30, 77, 60)","(7, 1)"
0.33338580392896383,"(627, 41, 29, 61, 17, 56, 31, 1, 26, 64, 96, 68, 60)","(7, 2)"
