score,params,indices
0.06960471672222704,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.3334186288791891,"(220, 57, 65, 5, 24, 46, 29, 2, 65, 2762, 30, 77, 87)","(9, 0)"
0.08341872444837246,"(199, 41, 70, 14, 19, 51, 2, 8, 69, 1742, 16, 88, 63)","(0, 2)"
0.08334675510068569,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.06370241960410572,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(1, 0)"
0.08342180030201288,"(100, 2, 64, 16, 32, 43, 28, 7, 42, 64, 22, 59, 60)","(1, 1)"
0.08339539738240964,"(199, 3, 41, 14, 19, 43, 2, 7, 69, 1742, 30, 88, 63)","(1, 2)"
0.08342556557808634,"(93, 7, 108, 14, 32, 46, 18, 9, 38, 2826, 30, 60, 84)","(1, 3)"
0.08128915238944466,"(267, 14, 7, 39, 10, 46, 6, 4, 97, 3255, 55, 77, 87)","(1, 5)"
0.07427617135407674,"(100, 32, 7, 16, 32, 46, 3, 1, 50, 64, 30, 77, 85)","(2, 0)"
0.08341471066578146,"(100, 20, 64, 16, 32, 43, 28, 7, 42, 64, 22, 59, 60)","(2, 1)"
0.08342055973085953,"(199, 3, 41, 14, 19, 43, 3, 7, 65, 2026, 30, 88, 60)","(2, 2)"
0.08344821453611355,"(93, 7, 108, 14, 19, 46, 3, 9, 38, 2826, 30, 60, 86)","(2, 3)"
0.09948401109737051,"(93, 45, 108, 15, 15, 6, 3, 1, 50, 3255, 30, 77, 58)","(2, 4)"
0.06929275861100467,"(100, 32, 33, 16, 32, 46, 3, 1, 50, 64, 30, 77, 87)","(3, 0)"
0.08341862958614164,"(100, 20, 64, 16, 32, 43, 28, 7, 42, 64, 56, 59, 60)","(3, 1)"
0.08341862828496967,"(199, 20, 41, 16, 19, 43, 3, 7, 65, 64, 30, 88, 60)","(3, 2)"
0.0834458715627756,"(100, 7, 108, 14, 19, 37, 3, 9, 65, 2826, 30, 60, 86)","(3, 3)"
0.0787835140057537,"(93, 57, 108, 26, 19, 6, 3, 1, 50, 2826, 30, 77, 58)","(3, 4)"
0.33341863189676246,"(435, 57, 65, 5, 32, 48, 21, 2, 76, 2762, 30, 77, 87)","(10, 3)"
0.08341856261219859,"(100, 20, 33, 16, 32, 43, 28, 7, 50, 64, 30, 59, 87)","(4, 1)"
0.08341883455484729,"(199, 20, 41, 16, 19, 43, 28, 7, 50, 64, 30, 88, 60)","(4, 2)"
0.08342429330605833,"(100, 7, 33, 14, 19, 37, 31, 9, 65, 3255, 50, 60, 87)","(4, 3)"
0.07766693130735774,"(93, 57, 108, 6, 19, 6, 3, 1, 50, 2826, 50, 77, 58)","(4, 4)"
0.07439433555011554,"(93, 57, 15, 6, 15, 46, 3, 1, 50, 3255, 62, 77, 81)","(4, 5)"
0.08341865234941606,"(996, 34, 33, 5, 32, 62, 27, 7, 50, 64, 30, 59, 87)","(5, 1)"
0.08341862815467979,"(199, 20, 33, 5, 19, 62, 3, 7, 50, 64, 30, 59, 60)","(5, 2)"
0.0829829268683882,"(100, 7, 33, 14, 19, 37, 2, 4, 65, 3255, 71, 77, 60)","(5, 3)"
0.06864799551113182,"(93, 57, 15, 6, 15, 34, 3, 1, 50, 3255, 27, 77, 81)","(5, 5)"
0.08334108271416935,"(199, 20, 33, 5, 19, 62, 3, 6, 50, 64, 11, 77, 87)","(6, 2)"
0.07472261490343172,"(220, 57, 108, 5, 30, 6, 3, 4, 65, 2826, 71, 77, 58)","(6, 4)"
0.08342146933268722,"(220, 58, 65, 5, 28, 46, 27, 7, 50, 3255, 30, 77, 87)","(7, 1)"
0.08341864643367174,"(199, 20, 33, 19, 19, 62, 3, 6, 50, 64, 11, 77, 87)","(7, 2)"
0.33341861609219914,"(220, 39, 108, 6, 28, 6, 3, 2, 65, 3255, 27, 60, 58)","(7, 5)"
0.08341862860265548,"(199, 20, 65, 19, 19, 62, 3, 6, 50, 64, 11, 77, 87)","(8, 2)"
0.08323755660153868,"(220, 57, 108, 5, 30, 6, 25, 4, 65, 2715, 30, 77, 58)","(8, 4)"
0.08361932854739773,"(1, 39, 42, 5, 28, 6, 2, 2, 65, 2762, 27, 60, 58)","(8, 5)"
0.08340747755656824,"(199, 20, 65, 19, 19, 46, 3, 6, 50, 3255, 30, 77, 87)","(9, 2)"
0.08319617400012548,"(220, 57, 65, 5, 30, 4, 25, 4, 65, 2715, 87, 77, 58)","(9, 4)"
0.08344621957914518,"(1, 39, 42, 5, 28, 4, 2, 2, 93, 2762, 27, 60, 58)","(9, 5)"
0.06043096253519778,"(220, 57, 65, 5, 28, 46, 29, 2, 65, 2762, 30, 77, 87)","(10, 0)"
0.07189853090859588,"(220, 57, 65, 6, 28, 46, 3, 2, 65, 3255, 30, 77, 87)","(10, 1)"
0.08328151689095618,"(220, 57, 65, 5, 30, 9, 25, 4, 65, 2715, 87, 69, 58)","(10, 4)"
0.08339630853720581,"(1, 39, 42, 5, 28, 4, 29, 2, 93, 2762, 87, 71, 58)","(10, 5)"
