score,params,indices
0.08034147543265768,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.08299696753188596,"(639, 2, 36, 15, 24, 43, 28, 1, 42, 153, 22, 70, 51)","(0, 1)"
0.33341862639552816,"(199, 41, 70, 14, 19, 51, 2, 8, 69, 1742, 16, 88, 63)","(0, 2)"
0.08344197837788317,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.333418610639558,"(577, 45, 7, 15, 10, 6, 8, 1, 28, 3255, 36, 64, 58)","(0, 4)"
0.3334186288791891,"(860, 19, 68, 5, 2, 34, 29, 5, 32, 4499, 22, 50, 80)","(10, 5)"
0.32745064656007755,"(267, 60, 83, 39, 32, 46, 6, 4, 50, 3277, 55, 60, 83)","(1, 0)"
0.33341863189676246,"(860, 19, 68, 5, 2, 34, 29, 5, 32, 466, 22, 50, 80)","(10, 3)"
0.08341865208865765,"(199, 60, 70, 15, 32, 46, 6, 4, 50, 165, 22, 81, 83)","(1, 2)"
0.08338023108838702,"(199, 60, 41, 15, 32, 46, 18, 4, 50, 165, 22, 81, 83)","(1, 3)"
0.0831053909740549,"(199, 17, 41, 15, 32, 14, 18, 4, 50, 165, 22, 81, 83)","(1, 4)"
0.08269876518073585,"(199, 17, 33, 39, 7, 14, 18, 3, 50, 4682, 22, 60, 60)","(2, 5)"
0.08333281009658085,"(199, 17, 33, 39, 7, 14, 18, 5, 50, 466, 22, 60, 89)","(4, 1)"
0.08337770240760083,"(199, 17, 33, 39, 7, 14, 18, 5, 50, 466, 22, 60, 89)","(4, 2)"
0.07024310224161356,"(199, 17, 7, 26, 7, 14, 18, 1, 50, 466, 22, 60, 89)","(4, 3)"
0.06656390393341599,"(199, 17, 7, 26, 7, 14, 18, 1, 50, 466, 22, 60, 89)","(4, 4)"
0.33341461573274866,"(585, 17, 7, 26, 7, 14, 18, 1, 50, 3212, 22, 60, 89)","(4, 5)"
0.06469692165827584,"(585, 27, 7, 5, 7, 14, 18, 1, 38, 466, 22, 60, 89)","(5, 1)"
0.333418525481899,"(585, 27, 127, 5, 7, 34, 18, 1, 38, 466, 22, 88, 89)","(5, 3)"
0.08578451489434218,"(682, 27, 127, 5, 7, 34, 18, 1, 38, 466, 22, 50, 89)","(6, 1)"
0.06985619305764013,"(682, 27, 127, 5, 7, 34, 18, 1, 38, 466, 22, 50, 89)","(6, 2)"
0.08393444664528607,"(454, 27, 127, 5, 7, 34, 18, 1, 38, 466, 22, 50, 89)","(7, 2)"
0.08340900086451207,"(860, 27, 127, 5, 7, 34, 21, 3, 38, 466, 94, 50, 89)","(7, 5)"
0.3334186288790653,"(860, 27, 127, 5, 7, 34, 17, 8, 38, 466, 22, 57, 86)","(8, 1)"
0.28512770568623264,"(860, 19, 127, 5, 7, 34, 21, 8, 38, 466, 94, 50, 86)","(8, 3)"
0.3305728449338072,"(860, 19, 127, 5, 7, 34, 21, 6, 38, 466, 94, 56, 86)","(8, 4)"
