score,params,indices
0.006827651657556232,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.08337550808940279,"(639, 2, 36, 15, 24, 43, 28, 1, 42, 153, 22, 70, 51)","(0, 1)"
0.08340362883672903,"(199, 41, 70, 14, 19, 51, 2, 8, 69, 1742, 16, 88, 63)","(0, 2)"
0.08340721921485506,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.3334035393080037,"(870, 2, 64, 56, 32, 32, 3, 6, 50, 4848, 92, 75, 60)","(9, 5)"
0.08340185833609613,"(267, 60, 83, 39, 7, 46, 6, 4, 97, 3277, 55, 77, 83)","(0, 5)"
0.083403548741223,"(100, 32, 64, 16, 32, 32, 3, 7, 50, 64, 23, 60, 60)","(1, 0)"
0.08334097026744368,"(100, 32, 64, 16, 32, 32, 3, 7, 50, 64, 22, 70, 60)","(1, 1)"
0.08339907166013788,"(100, 32, 64, 16, 32, 3, 3, 7, 50, 64, 23, 62, 60)","(1, 2)"
0.009177505900985317,"(100, 32, 108, 17, 32, 32, 3, 2, 50, 64, 23, 74, 87)","(1, 3)"
0.08340355702901357,"(100, 32, 64, 16, 32, 32, 3, 7, 86, 64, 23, 60, 60)","(1, 4)"
0.0834035481023357,"(100, 32, 64, 16, 32, 32, 3, 7, 50, 64, 23, 60, 60)","(1, 5)"
0.08340256718967698,"(100, 20, 64, 42, 32, 32, 3, 7, 50, 64, 23, 65, 60)","(2, 0)"
0.08340353385525706,"(100, 20, 64, 42, 32, 32, 29, 7, 50, 64, 23, 65, 60)","(2, 1)"
0.083403538203112,"(100, 20, 64, 42, 32, 29, 3, 7, 50, 64, 23, 65, 60)","(2, 2)"
0.08340354031211647,"(100, 20, 64, 42, 32, 32, 3, 7, 26, 64, 23, 65, 60)","(2, 3)"
0.08338749489489648,"(100, 20, 64, 42, 32, 32, 9, 7, 26, 64, 23, 65, 60)","(2, 4)"
0.08340426741207116,"(100, 20, 64, 42, 32, 32, 3, 7, 50, 64, 23, 65, 60)","(2, 5)"
0.08340130976665962,"(100, 20, 64, 42, 32, 32, 3, 6, 50, 64, 26, 65, 60)","(3, 0)"
0.08340354050852751,"(100, 20, 64, 42, 32, 32, 19, 6, 50, 64, 88, 65, 60)","(3, 1)"
0.08340353737315653,"(100, 20, 52, 42, 32, 32, 3, 6, 50, 64, 26, 65, 60)","(3, 2)"
0.08340404864268279,"(100, 20, 64, 42, 32, 32, 3, 6, 50, 64, 23, 65, 60)","(3, 3)"
0.08340354566114318,"(100, 20, 64, 42, 32, 32, 8, 6, 50, 64, 26, 89, 70)","(3, 4)"
0.08334347695416133,"(100, 20, 64, 42, 4, 32, 3, 6, 50, 64, 26, 65, 60)","(3, 5)"
