score,params,indices
0.008625155070894643,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.07275418780195085,"(639, 2, 36, 15, 24, 43, 28, 1, 42, 153, 22, 70, 51)","(0, 1)"
0.33340353585926114,"(577, 45, 7, 15, 10, 6, 8, 1, 28, 3255, 36, 64, 58)","(0, 4)"
0.08339814010370326,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.009931357987617191,"(267, 60, 83, 39, 7, 46, 6, 4, 97, 3277, 55, 77, 83)","(0, 5)"
0.008118011827531614,"(100, 32, 64, 16, 32, 32, 25, 1, 50, 64, 30, 60, 60)","(1, 0)"
0.0081872148153029,"(100, 32, 64, 16, 32, 32, 28, 1, 50, 64, 30, 59, 60)","(1, 1)"
0.00844463878242593,"(199, 32, 64, 16, 32, 32, 2, 1, 4, 64, 30, 60, 60)","(1, 2)"
0.01287579741289741,"(199, 32, 108, 16, 32, 32, 25, 1, 50, 64, 30, 60, 60)","(1, 3)"
0.007989881288064153,"(100, 32, 64, 16, 32, 32, 8, 1, 50, 64, 30, 60, 60)","(1, 4)"
0.0089354184936536,"(100, 32, 64, 20, 32, 32, 10, 1, 50, 3277, 30, 60, 60)","(1, 5)"
0.007688220634272224,"(100, 32, 64, 16, 32, 32, 8, 1, 50, 64, 30, 60, 87)","(2, 0)"
0.009901294504341327,"(100, 32, 64, 16, 32, 32, 8, 1, 50, 64, 86, 60, 87)","(2, 1)"
0.008717065905269824,"(100, 32, 41, 16, 32, 32, 8, 1, 50, 64, 30, 60, 87)","(2, 2)"
0.008126824559349762,"(100, 42, 64, 16, 13, 32, 8, 1, 50, 64, 30, 60, 86)","(2, 3)"
0.007237805959425475,"(100, 32, 64, 29, 32, 17, 8, 1, 50, 64, 30, 60, 87)","(2, 4)"
0.007880294898622915,"(100, 32, 64, 20, 32, 17, 8, 1, 50, 64, 30, 59, 72)","(2, 5)"
0.00719394861240136,"(100, 32, 64, 29, 32, 32, 8, 1, 50, 64, 26, 60, 87)","(3, 0)"
0.00820347985625267,"(100, 32, 64, 29, 32, 32, 8, 1, 50, 64, 26, 73, 87)","(3, 1)"
0.008349064858336197,"(100, 57, 64, 26, 32, 32, 8, 1, 50, 64, 26, 60, 87)","(3, 2)"
0.007796523451020843,"(100, 32, 64, 29, 32, 32, 8, 1, 50, 64, 26, 60, 87)","(3, 3)"
0.008203719038712351,"(100, 32, 64, 29, 32, 14, 8, 1, 50, 64, 26, 60, 87)","(3, 4)"
0.01005461249226018,"(100, 32, 64, 29, 32, 63, 8, 1, 50, 64, 26, 60, 87)","(3, 5)"
0.007362919551761527,"(100, 32, 64, 29, 32, 63, 8, 1, 50, 64, 26, 60, 87)","(4, 0)"
0.008716648042201996,"(100, 32, 64, 29, 32, 63, 8, 1, 50, 64, 26, 60, 87)","(4, 1)"
0.00834370865006196,"(100, 32, 64, 26, 32, 63, 8, 1, 50, 64, 26, 60, 87)","(4, 2)"
0.008387183823083576,"(100, 32, 64, 29, 32, 63, 8, 1, 50, 64, 26, 60, 87)","(4, 3)"
0.00875270507523888,"(100, 32, 64, 29, 32, 63, 8, 1, 50, 64, 26, 60, 87)","(4, 4)"
