score,params,indices
0.07133810526746161,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.07697633282493448,"(639, 2, 36, 15, 24, 43, 28, 1, 42, 153, 22, 70, 51)","(0, 1)"
0.08341862845497773,"(199, 41, 70, 14, 19, 51, 2, 8, 69, 1742, 16, 88, 63)","(0, 2)"
0.08343035136474548,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.3334186288791891,"(635, 53, 91, 28, 24, 61, 21, 3, 84, 4138, 53, 69, 67)","(10, 2)"
0.33341863189676246,"(849, 5, 54, 14, 14, 55, 29, 6, 7, 3561, 84, 66, 76)","(8, 4)"
0.08341865595977972,"(776, 15, 6, 39, 11, 17, 8, 9, 86, 64, 31, 76, 60)","(1, 0)"
0.08343922880590153,"(220, 63, 117, 14, 17, 6, 3, 8, 11, 3212, 78, 66, 63)","(1, 2)"
0.08377261758136476,"(264, 32, 24, 41, 7, 46, 29, 9, 86, 3277, 86, 61, 58)","(1, 5)"
0.3334052007876413,"(324, 2, 119, 41, 28, 53, 11, 3, 6, 4495, 93, 53, 69)","(2, 1)"
0.06888374911378259,"(70, 48, 6, 49, 5, 30, 18, 3, 77, 2715, 26, 84, 66)","(2, 2)"
0.08334262160157971,"(212, 34, 93, 13, 11, 63, 21, 4, 51, 2715, 12, 78, 66)","(2, 3)"
0.08336802386223813,"(71, 15, 86, 41, 8, 9, 30, 6, 47, 4017, 80, 57, 58)","(2, 5)"
0.07468398966495414,"(97, 15, 56, 27, 6, 30, 23, 3, 66, 5038, 26, 61, 53)","(3, 0)"
0.11305914551705655,"(239, 25, 86, 19, 11, 48, 4, 6, 45, 5112, 98, 61, 52)","(4, 1)"
0.08342360680058832,"(4, 49, 82, 17, 24, 10, 18, 4, 16, 50, 8, 85, 74)","(4, 5)"
0.0632546774871514,"(25, 47, 43, 59, 26, 55, 26, 3, 93, 4031, 11, 54, 72)","(5, 3)"
0.08340008904981186,"(25, 55, 110, 15, 26, 17, 26, 5, 30, 4031, 11, 81, 59)","(5, 4)"
0.0834253619340739,"(24, 55, 110, 13, 11, 55, 27, 9, 28, 50, 63, 65, 59)","(5, 5)"
0.08162147571687656,"(301, 20, 47, 26, 4, 26, 10, 2, 42, 1607, 84, 78, 87)","(6, 4)"
0.07083989989650828,"(301, 43, 115, 39, 11, 35, 2, 2, 29, 1607, 84, 67, 73)","(6, 5)"
0.08333773290294239,"(301, 42, 47, 30, 15, 35, 8, 6, 33, 2423, 89, 78, 81)","(7, 0)"
0.08336505912997,"(301, 11, 12, 28, 17, 55, 8, 6, 33, 3104, 81, 78, 65)","(7, 1)"
0.08291044168059936,"(6, 48, 54, 49, 5, 55, 22, 4, 33, 901, 94, 70, 52)","(7, 4)"
0.08342103791486262,"(221, 14, 56, 23, 2, 44, 12, 7, 40, 845, 46, 55, 74)","(9, 0)"
0.08266532660540565,"(27, 25, 54, 36, 2, 2, 21, 2, 40, 2364, 46, 52, 65)","(9, 1)"
0.08341864762819418,"(212, 21, 54, 48, 13, 48, 23, 8, 25, 420, 54, 59, 71)","(9, 2)"
0.08366259633411018,"(20, 34, 127, 23, 21, 50, 21, 3, 74, 420, 54, 87, 57)","(9, 3)"
0.08340397915526596,"(20, 2, 21, 8, 21, 43, 21, 6, 7, 1116, 69, 80, 57)","(9, 4)"
0.07297955579160119,"(168, 24, 78, 48, 5, 52, 30, 1, 3, 1597, 67, 88, 65)","(9, 5)"
0.33341862887131624,"(715, 5, 89, 40, 5, 49, 27, 6, 12, 420, 97, 81, 57)","(10, 0)"
0.08341553889017295,"(20, 47, 35, 54, 26, 50, 4, 8, 24, 2379, 60, 65, 51)","(10, 3)"
0.0834590614774524,"(20, 47, 109, 12, 8, 51, 12, 8, 7, 3590, 28, 50, 87)","(10, 4)"
0.08354457313721271,"(86, 47, 92, 48, 8, 51, 4, 5, 3, 3882, 67, 65, 51)","(10, 5)"
