score,params,indices
0.0793214000289893,"(100, 32, 64, 16, 32, 32, 3, 1, 50, 64, 30, 60, 60)","(0, 0)"
0.07986466392036289,"(639, 2, 36, 15, 24, 43, 28, 1, 42, 153, 22, 70, 51)","(0, 1)"
0.33341863189676246,"(912, 41, 83, 55, 20, 37, 26, 9, 93, 1575, 1, 71, 50)","(9, 4)"
0.08346611321832308,"(93, 7, 108, 39, 26, 46, 18, 9, 38, 2826, 82, 74, 84)","(0, 3)"
0.3334186288791891,"(267, 17, 83, 29, 18, 37, 6, 3, 93, 4596, 40, 77, 51)","(3, 1)"
0.07812491935008513,"(267, 32, 83, 16, 7, 15, 6, 1, 97, 3277, 55, 77, 51)","(1, 1)"
0.07479231385109217,"(267, 32, 83, 14, 7, 15, 6, 1, 97, 3277, 31, 77, 51)","(1, 2)"
0.07777023767847616,"(267, 17, 83, 39, 7, 15, 6, 1, 97, 3277, 31, 77, 51)","(1, 3)"
0.07414270732790003,"(267, 17, 83, 39, 7, 15, 8, 1, 93, 3255, 31, 77, 51)","(1, 4)"
0.06977904962180444,"(267, 17, 83, 56, 21, 15, 6, 1, 93, 2026, 31, 77, 51)","(2, 2)"
0.08339602526895407,"(220, 63, 83, 56, 18, 37, 6, 5, 93, 2026, 40, 77, 51)","(3, 2)"
0.09614905326425031,"(220, 17, 83, 6, 18, 37, 6, 1, 93, 2026, 31, 77, 51)","(3, 3)"
0.10771857565203372,"(220, 17, 83, 6, 18, 15, 6, 1, 93, 2026, 11, 77, 51)","(3, 4)"
0.08341792310910214,"(220, 17, 83, 56, 18, 37, 6, 6, 93, 2026, 11, 77, 51)","(4, 0)"
0.08342946391252568,"(220, 17, 83, 29, 25, 37, 14, 6, 93, 2026, 11, 77, 51)","(4, 1)"
0.08341867248730167,"(220, 17, 83, 29, 18, 37, 14, 6, 93, 2026, 40, 77, 52)","(4, 2)"
0.08335118851221889,"(220, 17, 83, 25, 18, 37, 14, 6, 93, 2026, 40, 77, 52)","(4, 3)"
0.08339660691628542,"(220, 17, 83, 63, 18, 37, 14, 6, 93, 2026, 40, 77, 52)","(4, 4)"
0.08340374929017609,"(220, 17, 83, 63, 18, 37, 6, 6, 93, 2026, 40, 71, 88)","(4, 5)"
0.08341866972599574,"(860, 17, 83, 63, 18, 37, 6, 6, 93, 59, 40, 71, 88)","(5, 0)"
0.0834186283388006,"(220, 17, 83, 29, 18, 37, 6, 6, 93, 59, 40, 71, 88)","(5, 1)"
0.08341913435237763,"(220, 17, 83, 29, 18, 37, 6, 6, 93, 59, 40, 71, 88)","(5, 2)"
0.08341863650380207,"(220, 17, 83, 29, 18, 37, 6, 6, 93, 59, 40, 71, 88)","(5, 3)"
0.08341864720704463,"(220, 17, 83, 29, 23, 37, 6, 6, 93, 59, 67, 71, 71)","(5, 4)"
0.08340008582579224,"(220, 17, 83, 29, 23, 37, 6, 3, 93, 59, 67, 75, 88)","(5, 5)"
0.08341862847284197,"(220, 17, 16, 28, 23, 37, 6, 3, 93, 59, 67, 75, 88)","(6, 0)"
0.08341866904024697,"(220, 17, 83, 28, 23, 37, 6, 3, 93, 59, 67, 75, 88)","(6, 1)"
0.0834184942414503,"(220, 17, 83, 28, 23, 37, 6, 3, 93, 59, 67, 71, 88)","(6, 2)"
0.08341832973284509,"(220, 29, 83, 28, 23, 61, 6, 8, 93, 59, 26, 71, 88)","(6, 3)"
0.08342262496317253,"(220, 17, 83, 28, 23, 37, 6, 8, 93, 2563, 26, 71, 71)","(6, 4)"
0.08331204084578253,"(220, 17, 83, 28, 23, 37, 6, 8, 93, 2563, 67, 71, 71)","(6, 5)"
0.08341922340872923,"(220, 17, 83, 28, 23, 37, 6, 8, 93, 2563, 67, 71, 71)","(7, 0)"
0.07355654068681819,"(220, 17, 83, 28, 23, 37, 6, 2, 93, 59, 67, 71, 71)","(7, 1)"
